Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Performance_Category,Study_Efficiency,Engagement_Score,Sleep_Study_Ratio,Support_Score,Academic_Readiness
15,74,0,2,1,4.0,68,0,1,3,0,1,0,2,3,0,0,0,1,Low,4.25,11.1,0.25,0.75,0.3845
11,62,1,2,1,5.0,82,1,1,3,2,1,1,1,4,0,1,1,0,Low,6.833333333333333,6.82,0.4166666666666667,1.5,0.5905
17,71,1,1,1,8.0,90,1,1,5,1,1,0,2,1,0,2,2,0,Medium,5.0,12.07,0.4444444444444444,1.0,0.6975
25,91,1,1,0,8.0,72,0,1,2,1,2,0,2,0,0,2,0,0,High,2.769230769230769,22.75,0.3076923076923077,1.0,0.363
21,95,1,1,0,5.0,62,2,1,1,1,0,0,2,4,0,0,0,0,High,2.8181818181818183,19.95,0.22727272727272727,1.0,0.5855
13,69,1,0,1,9.0,96,0,1,0,2,1,1,1,4,0,0,2,1,Low,6.857142857142857,8.97,0.6428571428571429,1.0,0.384
21,79,1,2,1,7.0,66,0,1,2,0,1,0,0,4,0,1,1,0,Medium,3.0,16.59,0.3181818181818182,1.0,0.339
22,79,2,1,0,5.0,100,1,1,4,2,2,0,0,3,0,1,0,0,High,4.3478260869565215,17.38,0.21739130434782608,1.5,0.7000000000000001
15,95,0,0,1,6.0,88,0,1,1,0,1,0,0,5,0,0,0,0,Low,5.5,14.25,0.375,0.25,0.3895
21,91,1,2,1,5.0,84,1,1,1,2,0,0,1,2,0,0,0,0,High,3.8181818181818183,19.11,0.22727272727272727,1.5,0.5235
20,81,2,1,1,6.0,51,2,0,3,1,1,0,1,4,1,0,0,0,Medium,2.4285714285714284,16.2,0.2857142857142857,1.0,0.6165
13,87,2,0,1,4.0,72,1,1,2,1,2,0,1,3,0,0,1,1,Medium,5.142857142857143,11.31,0.2857142857142857,1.0,0.5129999999999999
22,94,0,1,1,7.0,75,2,1,2,2,1,0,1,2,0,1,0,1,High,3.260869565217391,20.68,0.30434782608695654,1.0,0.675
23,60,2,1,1,8.0,69,1,1,1,0,1,1,2,4,0,1,0,0,Low,2.875,13.8,0.3333333333333333,1.0,0.4634999999999999
26,76,1,1,1,5.0,57,1,1,1,1,1,0,2,4,0,0,0,0,Medium,2.111111111111111,19.76,0.18518518518518517,1.0,0.4155
26,96,1,1,1,7.0,68,1,1,3,2,1,1,2,3,0,1,0,1,High,2.5185185185185186,24.96,0.25925925925925924,1.25,0.5345
12,90,1,0,1,6.0,54,1,0,1,2,1,0,1,3,0,0,0,0,Low,4.153846153846154,10.8,0.46153846153846156,0.75,0.40349999999999997
14,82,1,1,0,8.0,65,1,1,1,0,1,1,2,3,0,1,0,0,Low,4.333333333333333,11.48,0.5333333333333333,0.75,0.4475
23,81,0,1,1,4.0,54,1,1,1,0,1,0,1,3,0,1,0,0,Low,2.25,18.63,0.16666666666666666,0.5,0.40349999999999997
23,74,1,2,1,8.0,88,0,1,0,1,2,0,0,3,1,0,0,0,Low,3.6666666666666665,17.02,0.3333333333333333,1.25,0.35200000000000004
23,81,1,0,0,4.0,84,1,1,2,1,1,0,2,5,0,0,0,0,Medium,3.5,18.63,0.16666666666666666,0.75,0.5609999999999999
43,86,2,1,1,7.0,97,1,1,2,1,2,0,2,1,0,0,0,1,High,2.2045454545454546,36.98,0.1590909090909091,1.25,0.613
23,77,1,2,1,6.0,69,0,1,1,1,1,1,2,2,0,0,1,1,Medium,2.875,17.71,0.25,1.25,0.31349999999999995
27,89,1,2,1,6.0,89,1,1,3,1,1,1,2,3,0,0,0,0,High,3.1785714285714284,24.03,0.21428571428571427,1.25,0.6185
26,94,1,2,0,5.0,79,2,1,1,0,2,0,2,2,0,2,0,0,High,2.925925925925926,24.44,0.18518518518518517,1.0,0.6535000000000001
24,66,1,0,0,9.0,82,0,1,1,1,1,0,1,2,1,0,0,1,Low,3.28,15.84,0.36,0.75,0.3655
18,78,2,1,1,5.0,77,1,0,2,1,1,0,1,4,0,0,2,0,Low,4.052631578947368,14.04,0.2631578947368421,1.0,0.533
25,76,1,1,1,5.0,89,2,1,3,1,2,0,1,3,0,0,2,1,Medium,3.423076923076923,19.0,0.19230769230769232,1.0,0.7685
15,87,1,2,1,10.0,52,1,1,2,0,2,1,2,3,0,1,0,0,Medium,3.25,13.05,0.625,1.0,0.433
19,70,1,0,0,7.0,54,2,1,0,1,1,0,2,2,1,0,1,0,High,2.7,13.3,0.35,0.75,0.516
17,86,2,0,0,5.0,55,0,0,2,2,1,1,1,4,0,1,0,0,Low,3.0555555555555554,14.62,0.2777777777777778,1.0,0.29500000000000004
20,95,0,1,1,7.0,64,0,0,2,1,2,0,1,3,0,0,0,1,Medium,3.0476190476190474,19.0,0.3333333333333333,0.5,0.331
34,77,1,0,1,7.0,80,0,1,0,1,1,0,2,3,0,0,0,0,Medium,2.2857142857142856,26.18,0.2,0.75,0.32000000000000006
9,96,1,1,1,4.0,82,2,0,0,0,1,0,2,4,0,1,0,0,Medium,8.2,8.64,0.4,0.5,0.628
24,100,2,2,1,6.0,86,0,1,2,1,1,1,2,5,0,0,0,0,High,3.44,24.0,0.24,1.5,0.41900000000000004
10,64,1,2,0,7.0,64,2,1,0,1,1,0,2,4,1,0,1,1,Low,5.818181818181818,6.4,0.6363636363636364,1.25,0.556
17,69,2,1,1,9.0,83,1,1,2,1,2,1,2,4,1,1,1,1,Low,4.611111111111111,11.73,0.5,1.25,0.5569999999999999
27,98,0,2,1,7.0,56,0,1,1,2,1,1,2,3,0,1,0,1,High,2.0,26.46,0.25,1.25,0.2615
20,98,1,0,0,7.0,50,0,1,1,1,2,1,1,2,0,0,0,1,Medium,2.380952380952381,19.6,0.3333333333333333,0.75,0.23750000000000002
14,64,1,1,1,6.0,85,1,1,0,1,1,0,1,3,0,0,0,0,Low,5.666666666666667,8.96,0.4,1.0,0.49
16,61,1,1,0,9.0,86,0,1,2,0,2,0,2,2,0,0,0,0,Low,5.0588235294117645,9.76,0.5294117647058824,0.75,0.41900000000000004
24,66,2,0,1,8.0,81,2,1,1,1,1,0,1,4,0,0,2,0,Low,3.24,15.84,0.32,1.0,0.6615000000000001
16,100,2,0,1,8.0,63,2,1,2,0,1,0,0,3,0,0,1,0,Medium,3.7058823529411766,16.0,0.47058823529411764,0.75,0.627
21,67,1,1,0,7.0,96,0,1,3,0,1,0,1,2,0,0,2,1,Low,4.363636363636363,14.07,0.3181818181818182,0.75,0.4965
20,80,1,2,0,5.0,94,1,1,0,0,0,1,2,4,1,2,1,1,Medium,4.476190476190476,16.0,0.23809523809523808,1.0,0.526
16,94,2,1,1,9.0,76,1,1,0,0,2,0,1,2,0,0,0,0,High,4.470588235294118,15.04,0.5294117647058824,1.0,0.45400000000000007
33,61,1,1,0,7.0,99,2,1,2,1,2,0,1,3,0,1,0,1,High,2.911764705882353,20.13,0.20588235294117646,1.0,0.7709999999999999
24,84,2,0,0,7.0,65,0,1,3,1,2,0,2,3,0,0,0,1,Medium,2.6,20.16,0.28,1.0,0.3725
8,71,2,0,0,8.0,75,1,1,0,1,2,0,2,3,0,0,0,0,Low,8.333333333333334,5.68,0.8888888888888888,1.0,0.45000000000000007
21,94,1,1,0,7.0,96,0,1,0,1,1,1,1,2,1,2,1,0,Medium,4.363636363636363,19.74,0.3181818181818182,1.0,0.384
16,71,2,1,1,5.0,73,1,1,1,1,1,0,1,0,1,0,0,0,Low,4.294117647058823,11.36,0.29411764705882354,1.25,0.4794999999999999
25,87,1,0,1,7.0,74,0,1,0,1,2,0,1,4,1,0,0,0,Medium,2.8461538461538463,21.75,0.2692307692307692,0.75,0.296
15,87,0,1,0,4.0,54,1,1,1,1,1,0,1,6,0,0,1,0,Low,3.375,13.05,0.25,0.75,0.40349999999999997
19,69,1,1,1,7.0,61,2,1,3,2,2,0,1,4,0,0,1,0,Low,3.05,13.11,0.35,1.25,0.6565000000000001
23,61,0,1,0,9.0,58,1,1,4,1,1,0,1,2,0,0,0,0,Low,2.4166666666666665,14.03,0.375,0.75,0.532
25,76,1,2,1,4.0,78,1,1,2,1,1,1,0,3,0,0,1,1,Medium,3.0,19.0,0.15384615384615385,1.25,0.537
13,72,2,2,0,7.0,66,1,1,0,0,2,0,1,4,0,2,0,0,Low,4.714285714285714,9.36,0.5,1.25,0.41400000000000003
18,92,0,1,1,8.0,54,1,1,1,0,1,0,2,3,0,0,0,0,Medium,2.8421052631578947,16.56,0.42105263157894735,0.5,0.40349999999999997
17,92,0,0,1,8.0,75,1,1,2,0,2,0,1,3,0,2,0,1,Medium,4.166666666666667,15.64,0.4444444444444444,0.25,0.525
16,78,1,2,0,6.0,83,1,1,0,0,0,0,1,3,1,1,0,0,Low,4.882352941176471,12.48,0.35294117647058826,1.0,0.482
31,84,1,1,0,5.0,87,2,1,0,0,1,1,2,3,0,1,1,0,High,2.71875,26.04,0.15625,0.75,0.648
22,84,1,1,1,6.0,92,0,1,0,0,1,0,1,5,0,0,0,1,Medium,4.0,18.48,0.2608695652173913,0.75,0.36800000000000005
12,93,1,1,1,9.0,74,0,1,1,0,1,0,1,3,0,2,1,0,Medium,5.6923076923076925,11.16,0.6923076923076923,0.75,0.33349999999999996
26,77,0,1,0,4.0,70,0,1,2,0,0,0,1,3,1,1,1,1,Low,2.5925925925925926,20.02,0.14814814814814814,0.5,0.355
33,71,1,1,0,5.0,84,1,1,1,0,1,0,2,2,0,0,0,0,Medium,2.4705882352941178,23.43,0.14705882352941177,0.75,0.5235
26,71,1,1,1,6.0,51,0,0,1,0,1,1,2,3,0,2,1,0,Medium,1.8888888888888888,18.46,0.2222222222222222,0.5,0.24150000000000002
11,81,1,1,1,6.0,82,2,1,3,0,2,0,1,4,0,0,0,0,Medium,6.833333333333333,8.91,0.5,0.75,0.7404999999999999
17,78,1,2,1,7.0,70,1,0,2,0,2,0,2,3,0,0,0,0,Low,3.888888888888889,13.26,0.3888888888888889,0.75,0.5049999999999999
28,78,1,1,0,9.0,73,2,1,2,0,1,0,1,4,0,1,1,1,High,2.5172413793103448,21.84,0.3103448275862069,0.75,0.6669999999999999
16,64,1,0,1,5.0,65,1,1,3,0,2,1,2,4,0,2,1,1,Low,3.823529411764706,10.24,0.29411764705882354,0.5,0.5225
23,89,1,0,1,7.0,56,0,1,4,0,0,1,2,4,0,2,0,1,Medium,2.3333333333333335,20.47,0.2916666666666667,0.5,0.374
25,69,1,1,1,7.0,70,0,0,1,0,2,0,2,4,0,0,2,1,Low,2.6923076923076925,17.25,0.2692307692307692,0.5,0.31749999999999995
14,68,1,1,0,6.0,65,1,1,1,0,1,0,1,3,1,1,0,0,Low,4.333333333333333,9.52,0.4,0.75,0.4475
20,77,1,1,0,5.0,98,0,1,2,0,2,1,1,2,0,2,2,1,Medium,4.666666666666667,15.4,0.23809523809523808,0.75,0.467
1,69,1,1,1,6.0,97,1,1,1,0,1,0,2,3,0,0,0,1,Low,48.5,0.69,3.0,0.75,0.5755
14,83,1,0,1,6.0,82,1,1,0,0,1,0,2,2,0,0,0,1,Low,5.466666666666667,11.62,0.4,0.5,0.478
18,75,1,2,1,8.0,95,1,1,1,0,0,0,1,2,0,1,0,1,Low,5.0,13.5,0.42105263157894735,1.0,0.5675
13,78,1,2,1,8.0,88,2,1,0,0,0,0,1,3,0,1,0,0,Low,6.285714285714286,10.14,0.5714285714285714,1.0,0.652
30,81,1,0,1,5.0,67,1,1,1,0,2,0,0,1,0,0,0,0,Medium,2.161290322580645,24.3,0.16129032258064516,0.5,0.4555
11,68,1,1,0,6.0,80,1,1,2,0,1,0,2,3,0,1,1,1,Low,6.666666666666667,7.48,0.5,0.75,0.545
17,66,1,2,0,6.0,61,1,1,1,0,1,0,2,6,0,2,0,0,Low,3.388888888888889,11.22,0.3333333333333333,1.0,0.4315
21,95,1,0,0,10.0,84,0,1,0,0,1,0,1,4,1,0,0,0,Medium,3.8181818181818183,19.95,0.45454545454545453,0.5,0.336
29,77,1,2,1,7.0,52,1,1,2,0,1,0,0,3,1,0,0,1,Medium,1.7333333333333334,22.33,0.23333333333333334,1.0,0.433
11,76,1,1,1,5.0,92,1,1,4,0,0,0,0,2,0,2,0,0,Low,7.666666666666667,8.36,0.4166666666666667,0.75,0.668
27,61,1,1,0,6.0,79,1,1,1,0,1,0,2,3,0,0,1,0,Low,2.8214285714285716,16.47,0.21428571428571427,0.75,0.5035000000000001
20,80,1,0,1,6.0,53,1,1,0,0,1,0,1,2,0,1,1,0,Low,2.5238095238095237,16.0,0.2857142857142857,0.5,0.362
14,82,1,2,1,8.0,94,0,1,2,0,2,0,0,5,0,1,2,1,Medium,6.266666666666667,11.48,0.5333333333333333,1.0,0.451
23,82,1,1,1,8.0,94,1,1,1,0,1,0,0,2,1,0,0,0,Low,3.9166666666666665,18.86,0.3333333333333333,0.75,0.5635
21,88,1,2,0,7.0,93,1,1,4,0,1,0,2,3,0,0,0,1,High,4.2272727272727275,18.48,0.3181818181818182,1.0,0.672
16,67,1,2,0,7.0,89,2,1,3,0,1,0,2,3,0,1,0,0,Low,5.235294117647059,10.72,0.4117647058823529,1.0,0.7685
20,70,1,1,1,7.0,84,0,0,2,0,2,1,1,4,0,1,2,0,Low,4.0,14.0,0.3333333333333333,0.5,0.41100000000000003
18,92,1,1,1,7.0,70,1,1,1,0,1,0,1,3,0,0,1,0,Medium,3.6842105263157894,16.56,0.3684210526315789,0.75,0.4674999999999999
21,98,1,0,0,4.0,57,1,1,2,0,0,0,1,2,0,0,0,1,Medium,2.590909090909091,20.58,0.18181818181818182,0.5,0.453
24,65,1,0,0,7.0,64,0,1,1,0,1,0,1,1,0,2,0,0,Low,2.56,15.6,0.28,0.5,0.2935
30,80,1,2,0,6.0,67,1,1,3,0,1,0,0,4,0,1,1,1,Medium,2.161290322580645,24.0,0.1935483870967742,1.0,0.5305
13,69,1,0,1,5.0,68,0,1,0,0,1,0,2,1,1,0,1,1,Low,4.857142857142857,8.97,0.35714285714285715,0.5,0.272
33,62,1,1,1,10.0,78,1,1,0,0,1,1,2,3,0,0,1,1,Medium,2.2941176470588234,20.46,0.29411764705882354,0.75,0.4620000000000001
8,73,1,1,0,7.0,60,1,0,0,0,1,1,1,3,0,0,0,1,Low,6.666666666666667,5.84,0.7777777777777778,0.5,0.39
19,66,1,2,0,7.0,59,1,1,1,0,1,0,0,3,0,0,2,0,Low,2.95,12.54,0.35,1.0,0.4235
24,88,1,1,1,6.0,86,0,1,0,0,0,0,0,3,0,1,0,0,Medium,3.44,21.12,0.24,0.75,0.34400000000000003
22,81,1,2,1,8.0,50,2,1,4,0,1,1,2,5,0,0,2,1,Medium,2.1739130434782608,17.82,0.34782608695652173,1.0,0.65
16,66,1,2,1,5.0,57,2,1,3,0,1,0,2,3,0,0,1,1,Low,3.3529411764705883,10.56,0.29411764705882354,1.0,0.6405000000000001
19,60,1,1,1,7.0,72,2,1,3,0,2,0,2,3,0,0,1,1,Low,3.6,11.4,0.35,0.75,0.7004999999999999
17,92,1,0,1,6.0,57,1,1,2,0,1,1,2,2,1,0,1,1,Low,3.1666666666666665,15.64,0.3333333333333333,0.5,0.453
16,67,1,1,0,8.0,98,1,1,0,0,0,0,1,3,0,0,0,1,Low,5.764705882352941,10.72,0.47058823529411764,0.75,0.542
25,84,1,0,1,6.0,84,0,1,2,0,2,0,2,3,0,0,0,0,High,3.230769230769231,21.0,0.23076923076923078,0.5,0.41100000000000003
22,73,1,1,1,9.0,72,0,1,3,0,1,0,2,3,0,0,0,1,Low,3.130434782608696,16.06,0.391304347826087,0.75,0.40049999999999997
16,83,1,2,1,7.0,56,0,1,4,0,1,0,2,3,0,0,0,1,Medium,3.2941176470588234,13.28,0.4117647058823529,1.0,0.374
25,73,1,0,0,8.0,69,1,1,3,0,1,1,2,3,0,0,0,1,Low,2.6538461538461537,18.25,0.3076923076923077,0.5,0.5385
22,63,1,0,0,8.0,83,1,1,3,0,1,1,0,1,0,1,0,0,Low,3.608695652173913,13.86,0.34782608695652173,0.5,0.5945
25,69,1,1,1,9.0,98,1,1,1,0,1,0,0,3,1,1,1,1,Low,3.769230769230769,17.25,0.34615384615384615,0.75,0.5795
24,68,1,1,1,6.0,74,1,1,1,0,1,0,1,3,0,0,0,1,Low,2.96,16.32,0.24,0.75,0.48349999999999993
15,77,1,1,1,8.0,85,2,1,1,0,1,0,2,2,0,2,1,0,Low,5.3125,11.55,0.5,0.75,0.6775
17,86,1,0,1,4.0,60,2,1,2,0,0,1,2,3,1,1,1,1,Medium,3.3333333333333335,14.62,0.2222222222222222,0.5,0.615
24,71,1,1,1,7.0,81,1,1,0,0,1,1,2,3,0,0,0,0,Low,3.24,17.04,0.28,0.75,0.4740000000000001
250,60,1,1,0,6.0,62,2,1,4,0,2,0,0,3,0,0,0,1,Low,0.24701195219123506,150.0,0.02390438247011952,0.75,0.6980000000000001
20,81,1,1,1,5.0,60,0,1,3,0,1,0,2,4,1,0,0,0,Low,2.857142857142857,16.2,0.23809523809523808,0.75,0.3525
21,84,1,1,0,6.0,75,0,0,1,0,1,0,2,3,0,1,1,0,Medium,3.409090909090909,17.64,0.2727272727272727,0.5,0.3375
28,99,1,1,1,6.0,61,1,0,1,0,1,0,2,3,0,0,0,0,High,2.103448275862069,27.72,0.20689655172413793,0.5,0.4315
16,84,1,2,1,7.0,86,1,1,1,0,1,1,1,2,0,0,0,1,Medium,5.0588235294117645,13.44,0.4117647058823529,1.0,0.5315
23,79,1,2,1,6.0,97,1,1,1,0,0,0,1,4,0,0,1,0,Medium,4.041666666666667,18.17,0.25,1.0,0.5755
19,83,1,1,1,7.0,70,1,1,2,0,1,0,0,4,1,2,0,1,Medium,3.5,15.77,0.35,0.75,0.5049999999999999
19,97,1,1,1,6.0,66,2,1,2,0,1,1,2,2,0,1,1,1,High,3.3,18.43,0.3,0.75,0.639
27,93,1,0,0,6.0,59,2,1,2,0,1,1,0,4,0,0,0,1,High,2.107142857142857,25.11,0.21428571428571427,0.5,0.611
25,73,1,2,1,7.0,70,0,1,0,0,1,1,1,4,0,2,1,0,Medium,2.6923076923076925,18.25,0.2692307692307692,1.0,0.27999999999999997
25,69,1,2,1,7.0,78,1,1,0,0,2,0,0,3,0,0,2,1,Low,3.0,17.25,0.2692307692307692,1.0,0.4620000000000001
28,71,1,1,0,8.0,69,2,1,1,0,2,1,1,1,0,1,1,1,Medium,2.3793103448275863,19.88,0.27586206896551724,0.75,0.6134999999999999
20,80,1,2,0,8.0,81,1,1,3,0,1,1,0,4,0,2,0,0,Medium,3.857142857142857,16.0,0.38095238095238093,1.0,0.5865
24,90,1,0,0,7.0,83,1,1,0,0,1,1,2,3,0,1,0,0,Medium,3.32,21.6,0.28,0.5,0.482
18,80,1,1,0,8.0,55,0,1,2,0,0,0,1,3,0,0,1,0,Low,2.8947368421052633,14.4,0.42105263157894735,0.75,0.29500000000000004
22,63,1,2,1,7.0,85,1,1,4,0,2,0,0,3,0,1,0,1,Medium,3.6956521739130435,13.86,0.30434782608695654,1.0,0.64
19,89,1,1,1,7.0,95,1,1,0,0,1,0,2,3,0,0,0,0,High,4.75,16.91,0.35,0.75,0.53
21,92,1,0,1,8.0,51,0,1,0,0,1,0,1,2,0,1,1,0,Low,2.3181818181818183,19.32,0.36363636363636365,0.5,0.20400000000000001
24,72,1,2,0,6.0,78,2,1,0,0,2,0,0,6,0,0,0,1,Medium,3.12,17.28,0.24,1.0,0.6120000000000001
15,87,1,0,1,4.0,80,2,1,0,0,1,1,2,3,0,1,0,0,Medium,5.0,13.05,0.25,0.5,0.6200000000000001
33,77,1,2,1,5.0,85,1,1,0,0,1,1,1,5,0,0,2,1,Medium,2.5,25.41,0.14705882352941177,1.0,0.49
14,96,1,1,1,9.0,69,2,1,0,0,1,1,0,3,1,1,0,1,Low,4.6,13.44,0.6,0.75,0.576
13,94,1,1,1,7.0,91,0,1,3,0,1,0,1,3,0,0,0,0,Medium,6.5,12.22,0.5,0.75,0.47650000000000003
27,81,1,1,1,7.0,77,1,1,2,0,0,0,1,2,1,2,1,1,Medium,2.75,21.87,0.25,0.75,0.533
25,88,1,1,1,7.0,70,0,1,1,0,1,1,2,3,0,2,1,0,High,2.6923076923076925,22.0,0.2692307692307692,0.75,0.31749999999999995
24,95,1,2,1,8.0,86,2,1,1,0,2,1,1,3,0,1,0,0,High,3.44,22.8,0.32,1.0,0.6815
24,80,1,2,1,7.0,96,2,1,0,0,2,0,2,0,0,1,1,1,High,3.84,19.2,0.28,1.0,0.6839999999999999
20,73,1,1,1,7.0,91,0,1,1,0,2,0,1,2,0,2,1,0,Low,4.333333333333333,14.6,0.3333333333333333,0.75,0.4015
15,90,1,1,1,8.0,97,1,1,1,0,2,1,0,3,0,1,0,1,Medium,6.0625,13.5,0.5,0.75,0.5755
20,69,1,2,0,6.0,63,0,1,0,0,1,0,0,3,0,2,0,0,Low,3.0,13.8,0.2857142857142857,1.0,0.252
16,76,1,2,1,8.0,56,1,0,1,0,1,0,2,1,0,0,0,0,Low,3.2941176470588234,12.16,0.47058823529411764,0.75,0.4115
26,95,1,2,0,7.0,77,1,1,0,0,1,0,1,3,0,0,1,1,High,2.8518518518518516,24.7,0.25925925925925924,1.0,0.4580000000000001
19,89,1,1,1,7.0,52,1,1,2,0,1,0,0,4,0,0,1,0,Medium,2.6,16.91,0.35,0.75,0.433
15,76,1,1,1,6.0,84,0,1,0,0,2,0,1,3,0,1,0,1,Low,5.25,11.4,0.375,0.75,0.336
18,69,1,2,0,7.0,62,0,1,3,0,1,0,2,3,0,0,1,0,Low,3.263157894736842,12.42,0.3684210526315789,1.0,0.3605
22,74,1,2,1,6.0,73,0,1,3,0,2,0,2,4,0,2,1,1,High,3.1739130434782608,16.28,0.2608695652173913,1.0,0.40449999999999997
17,71,1,1,1,9.0,83,0,1,2,0,1,0,1,5,0,0,0,0,Low,4.611111111111111,12.07,0.5,0.75,0.40700000000000003
15,67,1,1,0,4.0,74,1,1,0,0,1,0,0,3,0,1,1,0,Low,4.625,10.05,0.25,0.75,0.44599999999999995
21,90,1,1,1,8.0,62,0,1,2,0,2,0,0,5,1,0,0,0,Medium,2.8181818181818183,18.9,0.36363636363636365,0.75,0.323
21,70,1,2,1,4.0,94,1,1,0,0,2,1,1,2,0,1,2,0,Low,4.2727272727272725,14.7,0.18181818181818182,1.0,0.526
17,78,1,2,0,8.0,88,1,1,0,0,1,0,0,3,0,0,0,1,Low,4.888888888888889,13.26,0.4444444444444444,1.0,0.502
17,75,1,2,1,6.0,80,1,0,1,0,1,1,2,5,0,0,1,0,Low,4.444444444444445,12.75,0.3333333333333333,0.75,0.5075000000000001
21,99,1,1,0,8.0,85,2,1,4,0,1,0,2,4,0,0,1,0,High,3.8636363636363638,20.79,0.36363636363636365,0.75,0.79
11,76,1,1,1,7.0,71,1,0,1,0,0,0,1,2,0,1,0,0,Low,5.916666666666667,8.36,0.5833333333333334,0.5,0.4714999999999999
12,63,1,2,1,5.0,69,0,1,0,0,2,0,0,2,0,1,1,1,Low,5.3076923076923075,7.56,0.38461538461538464,1.0,0.27599999999999997
16,64,1,1,1,9.0,58,0,1,1,0,1,0,2,3,0,1,1,1,Low,3.411764705882353,10.24,0.5294117647058824,0.75,0.26949999999999996
19,84,1,1,1,8.0,90,2,1,2,0,1,1,1,3,0,2,2,0,Medium,4.5,15.96,0.4,0.75,0.735
22,84,1,1,0,8.0,69,1,0,3,1,2,1,1,4,0,1,0,0,High,3.0,18.48,0.34782608695652173,0.75,0.5385
29,77,1,2,0,6.0,85,1,1,1,1,1,0,2,1,0,1,0,0,Medium,2.8333333333333335,22.33,0.2,1.25,0.5275
25,77,1,0,1,8.0,65,2,0,0,1,1,0,2,5,0,1,2,1,Low,2.5,19.25,0.3076923076923077,0.5,0.56
19,62,1,1,0,5.0,90,0,1,2,0,2,0,2,3,0,1,1,0,Low,4.5,11.78,0.25,0.75,0.43500000000000005
20,81,1,1,1,4.0,55,1,1,1,2,1,1,2,2,0,2,1,0,Medium,2.619047619047619,16.2,0.19047619047619047,1.25,0.4075
14,80,1,1,1,5.0,81,1,1,1,0,1,0,2,4,0,2,2,1,Medium,5.4,11.2,0.3333333333333333,0.75,0.5115000000000001
20,66,1,1,0,6.0,90,2,1,0,1,1,0,1,1,0,1,0,1,Low,4.285714285714286,13.2,0.2857142857142857,1.0,0.66
18,64,1,1,1,6.0,83,2,1,2,0,1,0,2,2,0,1,0,0,Low,4.368421052631579,11.52,0.3157894736842105,0.75,0.707
22,65,1,2,1,6.0,85,1,1,2,2,1,0,2,3,1,2,0,1,Low,3.6956521739130435,14.3,0.2608695652173913,1.5,0.565
15,64,1,1,1,6.0,76,2,1,2,1,1,1,2,4,1,0,0,1,Low,4.75,9.6,0.375,1.0,0.679
23,84,1,1,1,6.0,78,0,1,2,0,0,0,0,2,0,0,1,1,Medium,3.25,19.32,0.25,0.75,0.38700000000000007
29,68,1,2,1,4.0,53,1,1,1,1,1,1,0,4,0,0,2,0,Low,1.7666666666666666,19.72,0.13333333333333333,1.25,0.39949999999999997
19,70,1,1,0,7.0,63,0,0,3,0,0,0,1,5,0,0,0,0,Low,3.15,13.3,0.35,0.5,0.3645
22,67,1,1,0,7.0,86,0,1,1,0,1,0,2,3,0,0,1,1,Low,3.739130434782609,14.74,0.30434782608695654,0.75,0.3815
24,98,1,1,1,6.0,97,1,1,1,1,1,0,2,4,0,1,2,0,High,3.88,23.52,0.24,1.0,0.5755
18,94,1,2,1,9.0,77,0,1,1,1,2,0,2,2,0,1,1,0,High,4.052631578947368,16.92,0.47368421052631576,1.25,0.34550000000000003
21,69,1,2,1,7.0,86,1,1,2,0,1,1,1,3,0,0,0,0,Medium,3.909090909090909,14.49,0.3181818181818182,1.0,0.569
20,73,1,1,1,7.0,84,1,1,0,1,1,0,1,4,0,2,1,1,Low,4.0,14.6,0.3333333333333333,1.0,0.486
21,68,1,1,0,8.0,100,0,1,0,1,1,0,2,4,0,0,2,0,Low,4.545454545454546,14.28,0.36363636363636365,1.0,0.4
15,80,1,2,0,5.0,90,1,1,4,0,1,0,2,3,0,1,2,1,Medium,5.625,12.0,0.3125,1.0,0.66
20,61,1,1,0,7.0,81,1,1,1,1,0,0,1,3,0,0,1,0,Low,3.857142857142857,12.2,0.3333333333333333,1.0,0.5115000000000001
23,87,1,2,0,8.0,56,1,1,1,1,2,0,2,3,0,2,1,0,High,2.3333333333333335,20.01,0.3333333333333333,1.25,0.4115
29,81,1,1,0,7.0,68,1,1,2,1,1,0,1,4,0,2,0,0,High,2.2666666666666666,23.49,0.23333333333333334,1.0,0.49700000000000005
26,96,1,1,1,5.0,63,1,0,1,2,1,1,2,2,0,2,0,0,High,2.3333333333333335,24.96,0.18518518518518517,1.0,0.4395
33,67,1,1,1,6.0,93,2,1,0,0,2,0,1,3,0,0,2,1,Medium,2.735294117647059,22.11,0.17647058823529413,0.75,0.672
15,92,1,0,1,7.0,72,0,1,1,1,1,0,0,5,0,0,0,1,Low,4.5,13.8,0.4375,0.75,0.32549999999999996
25,92,1,1,0,4.0,77,1,1,0,0,1,0,2,3,0,0,0,0,High,2.9615384615384617,23.0,0.15384615384615385,0.75,0.4580000000000001
21,65,1,0,1,5.0,98,2,0,2,0,1,1,2,4,0,2,0,0,Low,4.454545454545454,13.65,0.22727272727272727,0.25,0.7669999999999999
33,76,1,1,1,10.0,92,0,1,1,2,1,1,2,3,0,2,0,1,High,2.7058823529411766,25.08,0.29411764705882354,1.25,0.4055
